CATCODE,CLASS,SUBCLASS,NAME,NUM_1,UNIT_1,H,COUNTY,ST,LATITUDE,LONGITUDE,ALT (ft ASL),R95 (sm),VNTK_M,VNTK_S,DATE REVIEWED,REVIEWER,CHANGE_LOG1,
45311,ECON,INTERMODAL FACILITIES,CSX COFC DETROIT MI,1,,US,WAYNE,MI,42.31959,-83.12036,594,0.40,11Q5,13Q5,20220202,DMT,,
45310,ECON,RAILROAD YARDS,CSXT ROUGEMERE YARD MI,1,,US,WAYNE,MI,42.30524,-83.15081,586,0.40,11Q5,13Q5,20220202,DMT,,
45310,ECON,RAILROAD YARDS,CSXT/NS LIVERNOIS YARD,1,,US,WAYNE,MI,42.32155,-83.11854,598,0.50,11Q5,13Q5,20220202,DMT,,
74300,LC3,CITY HALL,DEARBORN CITY HALL,"109,976",POPULATION,US,WAYNE,MI,42.33130,-83.27912,620,0.10,10P0,12P2,20220202,DMT,,
74300,LC3,CITY HALL,DETROIT CITY HALL,"639,111",POPULATION,US,WAYNE,MI,42.32970,-83.04360,603,0.10,10P0,12P2,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",DETROIT METROPOLITAN WAYNE COUNTY,"18,143,040",EMB/YR,US,WAYNE,MI,42.21244,-83.35340,638,1.8,09P0,12P0,20201015,DMT,,
77211,ECON,FEDERAL RESERVE BRANCH,FRB BRANCH DETROIT MI,1,,US,WAYNE,MI,42.36152,-83.04844,636,0.10,10P0,12P2,20220202,DMT,,
85100,LC3,RADAR SYSTEMS,JSS LRRS J-62 CARSR CANTON MI,1,,US,WAYNE,MI,42.27684,-83.47425,682,0.03,10Q7,10Q7,20220202,DMT,,
21110,ECON,OIL REFINERIES,MARATHON PETROLEUM DETROIT,"132,000",BBLPD,US,WAYNE,MI,42.28391,-83.15847,587,0.30,13Q7,15Q7,20220202,DMT,,
45311,ECON,INTERMODAL FACILITIES,NS COFC DELRAY DETROIT MI,1,,US,WAYNE,MI,42.29648,-83.12100,591,0.20,11Q5,13Q5,20220202,DMT,,
45311,ECON,INTERMODAL FACILITIES,NS COFC LIVERNOIS DETROIT MI,1,,US,WAYNE,MI,42.32252,-83.12227,594,0.40,11Q5,13Q5,20220202,DMT,,
45310,ECON,RAILROAD YARDS,NS OAKWOOD YARD MI,1,,US,WAYNE,MI,42.27769,-83.17588,591,1.0,11Q5,13Q5,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP HARRISON COUNTY POWER PROJECT MARSHALL TX,570,MW,US,HARRISON,TX,32.39603,-94.43587,282,0.05,14Q7,18Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP GLEASON GENERATING FACILITY GLEASON TN,568,MW,US,WEAKLEY,TN,36.24639,-88.61123,367,0.04,14Q7,18Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP NORTH VALMY VALMY NV,567,MW,US,HUMBOLDT,NV,40.88115,-117.15234,"4,456",0.07,14Q7,18Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP HOLTSVILLE HOLTSVILLE NY,567,MW,US,SUFFOLK,NY,40.81698,-73.06626,93,0.04,14Q7,18Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP THOMAS C FERGUSON MARBLE FALLS TX,566,MW,US,LLANO,TX,30.55775,-98.37221,854,0.05,14Q7,18Q7,20220202,DMT,,
23300,ECON,STEEL PRODUCTION,US STEEL GREAT LAKES WORKS ECORSE MI,"3,527",MT,US,WAYNE,MI,42.25427,-83.12851,589,0.35,17Q7,19Q7,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",WILLOW RUN,"3,987",EMB/YR,US,WAYNE,MI,42.24003,-83.53089,710,0.80,09P0,12P0,20201015,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",WEXFORD COUNTY,1,EMB/YR,US,WEXFORD,MI,44.27533,-85.41892,"1,302",0.60,09P0,12P0,20201015,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",ANOKA COUNTY-BLAINE - JANES FIELD,52,EMB/YR,US,ANOKA,MN,45.14489,-93.21019,909,0.50,09P0,12P0,20201015,DMT,,
60000,ECON,DEFENSE INDUSTRIAL BASE,BAE SYSTEMS WEAPON SYSTEMS MINNEAPOLIS MN,"3,600,000,000",$$$$,US,ANOKA,MN,45.05850,-93.27641,836,0.12,14Q7,16Q7,20220202,DMT,,
45600,ECON,RAILROAD SHOPS,BNSF NORTHTOWN SHOP MN,1,,US,ANOKA,MN,45.04452,-93.27133,843,0.05,16Q7,17Q7,20220202,DMT,,
45310,ECON,RAILROAD YARDS,BNSF NORTHTOWN YARD MN,1,,US,ANOKA,MN,45.04377,-93.27239,929,1.8,11Q5,13Q5,20220202,DMT,,
60000,ECON,DEFENSE INDUSTRIAL BASE,CUMMINS POWER GENERATION MINNEAPOLIS MN,"1,300,000,000",$$$$,US,ANOKA,MN,45.09762,-93.23334,894,0.25,14Q7,16Q7,20220202,DMT,,
44110,ECON,"BRIDGES, INTERSTATE HWY",MISSISSIPPI RIVER I-694 MN,1,,US,ANOKA,MN,45.06939,-93.28151,805,0.10,17Q8,23Q8,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",BEMIDJI REGIONAL,"30,081",EMB/YR,US,BELTRAMI,MN,47.51072,-94.93472,"1,389",0.80,09P0,12P0,20201015,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION NNAT POPPLE CREEK MN,"2,000",CERT_HP,US,BENTON,MN,45.65178,-94.03365,"1,065",0.01,11Q7,13Q7,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",MANKATO REGIONAL,68,EMB/YR,US,BLUE EARTH,MN,44.22278,-93.91931,"1,014",0.75,09P0,12P0,20201015,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP WESTBROOK ENERGY CENTER POWER PLANT WESTBROOK ME,564,MW,US,CUMBERLAND,ME,43.65749,-70.37718,94,0.05,14Q7,18Q7,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",NEW ULM MUNICIPAL,4,EMB/YR,US,BROWN,MN,44.31839,-94.50164,"1,005",0.55,09P0,12P0,20201015,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION NNAT CARLTON MN,"8,000",CERT_HP,US,CARLTON,MN,46.64969,-92.50144,"1,151",0.01,11Q7,13Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION NNAT NORTH BRANCH MN,"8,000",CERT_HP,US,CHISHAGO,MN,45.55565,-92.97408,918,0.01,11Q7,13Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION GRLK SHEVLIN MN,"50,700",CERT_HP,US,CLEARWATER,MN,47.58525,-95.20488,"1,478",0.05,11Q7,13Q7,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",GRAND MARAIS/COOK COUNTY,4,EMB/YR,US,COOK,MN,47.83843,-90.38458,"1,793",0.50,09P0,12P0,20201015,DMT,,
42100,ECON,THERMAL POWER PLANTS,"TPP DARBY POWER, LLC MT STERLING OH",564,MW,US,PICKAWAY,OH,39.71278,-83.17582,867,0.07,14Q7,18Q7,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",BRAINERD LAKES REGIONAL,"22,233",EMB/YR,US,CROW WING,MN,46.40422,-94.13381,"1,224",0.90,09P0,12P0,20201015,DMT,,
41910,LC3,SPECIAL COMMS,GEP BRAINERD MN (P),1,,US,CROW WING,MN,46.33866,-94.19554,"1,231",0.02,10Q6,12Q7,20220202,DMT,,
85600,LC3,ARTCC,ARTCC MINNEAPOLIS,1,,US,DAKOTA,MN,44.63729,-93.15202,905,0.05,10Q7,13Q7,20220202,DMT,,
25110,ECON,SULFURIC ACID PRODUCTION,FLINT HILLS RESOURCES ROSEMOUNT MN,363,MTPD,US,DAKOTA,MN,44.76556,-93.04056,925,0.05,11Q7,13Q7,20220202,DMT,,
21110,ECON,OIL REFINERIES,FLINT HILLS ROSEMOUNT,"290,000",BBLPD,US,DAKOTA,MN,44.76410,-93.04063,916,0.35,13Q7,15Q7,20220202,DMT,,
85100,LC3,RADAR SYSTEMS,JSS LRRS QJE CARSR MINNEAPOLIS MN,1,,US,DAKOTA,MN,44.75267,-93.22773,"1,117",0.03,10Q7,10Q7,20220202,DMT,,
44110,ECON,"BRIDGES, INTERSTATE HWY",MISSISSIPPI RIVER I-494 MN,1,,US,DAKOTA,MN,44.88301,-93.01610,686,0.15,17Q8,23Q8,20220202,DMT,,
47100,ECON,LOCKS,MISSISSIPPI RIVER LOCK & DAM (02),"787,000",ACRE-FT,US,DAKOTA,MN,44.75978,-92.86797,681,0.02,39P0,39P0,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION NNAT FARMINGTON MN,"20,200",CERT_HP,US,DAKOTA,MN,44.64254,-93.16163,916,0.03,11Q7,13Q7,20220202,DMT,,
60000,ECON,DEFENSE INDUSTRIAL BASE,ROSEMOUNT AEROSPACE BURNSVILLE MN,"300,000,000",$$$$,US,DAKOTA,MN,44.74298,-93.31135,928,0.10,14Q7,16Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP ROCKGEN ENERGY CENTER CAMBRIDGE WI,561,MW,US,DANE,WI,42.97680,-89.04882,937,0.04,14Q7,18Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP YORK ENERGY CENTER DELTA PA,560,MW,US,YORK,PA,39.73896,-76.30773,490,0.06,14Q7,18Q7,20220202,DMT,,
45310,ECON,RAILROAD YARDS,UP SOUTH SAINT PAUL YARD MN,"24,933",,US,DAKOTA,MN,44.90884,-93.04831,695,0.40,11Q5,13Q5,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",CHANDLER FIELD,111,EMB/YR,US,DOUGLAS,MN,45.86631,-95.39467,"1,421",0.50,09P0,12P0,20201015,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION NNAT CHATFIELD MN,"4,250",CERT_HP,US,FILLMORE,MN,43.83013,-92.30931,"1,292",0.01,11Q7,13Q7,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",ALBERT LEA MUNICIPAL,1,EMB/YR,US,FREEBORN,MN,43.68131,-93.36815,"1,254",0.50,09P0,12P0,20201015,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION ALLP ALBERT LEA MN,"31,206",CERT_HP,US,FREEBORN,MN,43.64165,-93.16063,"1,250",0.05,11Q7,13Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION NNAT ALBERT LEA MN,"15,000",CERT_HP,US,FREEBORN,MN,43.82627,-93.39710,"1,253",0.02,11Q7,13Q7,20220202,DMT,,
42141,ECON,SPENT FUEL INSTALLATIONS,ISFSI NPP PRAIRIE ISLAND,"1,004",MT,US,GOODHUE,MN,44.61994,-92.63901,692,0.07,45Z0,45Z0,20220202,DMT,,
47100,ECON,LOCKS,MISSISSIPPI RIVER LOCK & DAM (03),"547,000",ACRE-FT,US,GOODHUE,MN,44.61033,-92.60956,670,0.02,39P0,39P0,20220202,DMT,,
42140,ECON,NUCLEAR POWER PLANTS,NPP BRUNSWICK,"2,003",MW,US,BRUNSWICK,NC,33.95841,-78.00980,20,0.05,14Q7,18Q7,20220403,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP H WILSON SUNDT GENERATING STATION TUCSON AZ,559,MW,US,PIMA,AZ,32.15970,-110.90530,"2,612",0.14,14Q7,18Q7,20220202,DMT,,
99999,OMT,"MILITARY FORCES, AIRCRAFT",133RD AW (C-130H),1,AS,US,HENNEPIN,MN,44.89287,-93.20795,827,0.50,12P0,14P0,20220202,DMT,,
41920,LC3,4ESS SWITCH,4ESS SWITCH (MPLSMNDT),1,,US,HENNEPIN,MN,44.97768,-93.26697,846,0.02,10Q6,12Q7,20220202,DMT,,
99999,OMT,"MILITARY FORCES, AIRCRAFT",934TH AW (C-130H),1,AS,US,HENNEPIN,MN,44.88958,-93.20668,821,0.30,12P0,14P0,20220202,DMT,,
60000,ECON,DEFENSE INDUSTRIAL BASE,ALLIANT TECHSYSTEMS OPERATIONS PLYMOUTH MN,"4,100,000,000",$$$$,US,HENNEPIN,MN,45.04058,-93.40238,909,0.05,14Q7,16Q7,20220202,DMT,,
45310,ECON,RAILROAD YARDS,BNSF UNION YARD MN,"22,666",,US,HENNEPIN,MN,44.97755,-93.21477,858,0.60,11Q5,13Q5,20220202,DMT,,
45311,ECON,INTERMODAL FACILITIES,CP TOFC/COFC MINNEAPOLIS MN,1,,US,HENNEPIN,MN,45.02045,-93.25525,854,0.50,11Q5,13Q5,20220202,DMT,,
45310,ECON,RAILROAD YARDS,CPR SHOREHAM YARD MN,1,,US,HENNEPIN,MN,45.02061,-93.25462,851,0.40,11Q5,13Q5,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",FLYING CLOUD,178,EMB/YR,US,HENNEPIN,MN,44.82750,-93.45858,901,0.61,09P0,12P0,20201015,DMT,,
77210,ECON,FEDERAL RESERVE BANK,FRB MINNEAPOLIS MN,1,,US,HENNEPIN,MN,44.98556,-93.26711,843,0.10,10P0,12P2,20220202,DMT,,
60000,ECON,DEFENSE INDUSTRIAL BASE,GENERAL DYNAMICS MISSION SYSTEMS BLOOMINGTON MN,1,$$$$,US,HENNEPIN,MN,44.79920,-93.36983,817,0.05,14Q7,16Q7,20220202,DMT,,
60000,ECON,DEFENSE INDUSTRIAL BASE,GENERAL DYNAMICS MISSION SYSTEMS BLOOMINGTON MN,"760,000,000",$$$$,US,HENNEPIN,MN,44.84310,-93.31241,845,0.10,14Q7,16Q7,20220202,DMT,,
60000,ECON,DEFENSE INDUSTRIAL BASE,HONEYWELL INTERNATIONAL GOLDEN VALLEY MN,"700,000,000",$$$$,US,HENNEPIN,MN,45.00124,-93.36430,902,0.20,14Q7,16Q7,20220202,DMT,,
60000,ECON,DEFENSE INDUSTRIAL BASE,HONEYWELL INTERNATIONAL MINNEAPOLIS MN,"45,000,000",$$$$,US,HENNEPIN,MN,44.98781,-93.43251,942,0.10,14Q7,16Q7,20220202,DMT,,
74300,LC3,CITY HALL,MINNEAPOLIS CITY HALL,"429,954",POPULATION,US,HENNEPIN,MN,44.97745,-93.26526,841,0.10,10P0,12P2,20220202,DMT,,
75200,OMT,MILITARY BASES,MINNEAPOLIS-SAINT PAUL ARS,1,,US,HENNEPIN,MN,44.89287,-93.20795,827,0.60,09P0,12P0,20220201,DMT,,
80020,ECON,"AIRFIELDS, JOINT USE",MINNEAPOLIS-ST PAUL INTERNATIONAL/WOLD-CHAMBERLAIN,"19,192,917",EMB/YR,US,HENNEPIN,MN,44.88197,-93.22178,825,1.4,09P0,12P0,20220202,DMT,,
80011,ECON,AIRFIELD CARGO FACILITIES,MINNEAPOLIS-ST PAUL INTERNATIONAL/WOLD-CHAMBERLAIN CARGO AREA,"1,116,038,674",LBLW19,US,HENNEPIN,MN,44.88169,-93.23372,833,0.25,09P0,12P0,20220202,DMT,,
44110,ECON,"BRIDGES, INTERSTATE HWY",MISSISSIPPI RIVER I-35W MN,1,,US,HENNEPIN,MN,44.97901,-93.24498,728,0.15,17Q8,23Q8,20220202,DMT,,
44110,ECON,"BRIDGES, INTERSTATE HWY",MISSISSIPPI RIVER I-94 MN,1,,US,HENNEPIN,MN,44.96625,-93.22569,810,0.10,17Q8,23Q8,20220202,DMT,,
47100,ECON,LOCKS,MISSISSIPPI RIVER LOCK & DAM (01),"9,300",ACRE-FT,US,HENNEPIN,MN,44.91492,-93.20233,711,0.02,39P0,39P0,20220202,DMT,,
21820,OMT,POL STORAGE,POL STORAGE MINNEAPOLIS-SAINT PAUL ARS,1,,US,HENNEPIN,MN,44.89350,-93.19892,814,0.05,21Q9,21Q9,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP BLUE LAKE SHAKOPEE MN,559,MW,US,SCOTT,MN,44.78561,-93.43115,758,0.06,14Q7,18Q7,20220202,DMT,,
49620,ECON,COLLEGES AND UNIVERSITIES,UNIVERSITY OF MINNESOTA-TWIN CITIES,1,,US,HENNEPIN,MN,44.97399,-93.22773,832,0.50,10P0,12P2,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION NNAT LACRESCENT MN,"1,250",CERT_HP,US,HOUSTON,MN,43.81357,-91.45169,"1,219",0.01,11Q7,13Q7,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",PARK RAPIDS MUNICIPAL - KONSHOK FIELD,26,EMB/YR,US,HUBBARD,MN,46.90120,-95.07311,"1,444",0.50,09P0,12P0,20201015,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP BEAR GARDEN NEW CANTON VA,559,MW,US,BUCKINGHAM,VA,37.69623,-78.28426,308,0.05,14Q7,18Q7,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",GRAND RAPIDS/ITASCA COUNTY AIRPORT - GORDON NEWSTROM FIELD,7,EMB/YR,US,ITASCA,MN,47.20928,-93.50994,"1,315",0.70,09P0,12P0,20201015,DMT,,
85100,LC3,RADAR SYSTEMS,JSS LRRS J-60 ARSR-4 NASHWAUK MN,1,,US,ITASCA,MN,47.39770,-93.17024,"1,614",0.03,10Q7,10Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION GRLK DEER RIVER MN,"31,300",CERT_HP,US,ITASCA,MN,47.33290,-93.85018,"1,296",0.05,11Q7,13Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP FLINT CREEK GENTRY AR,558,MW,US,BENTON,AR,36.25578,-94.52422,"1,154",0.07,14Q7,18Q7,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",WILLMAR MUNICIPAL - JOHN L RICE FIELD,15,EMB/YR,US,KANDIYOHI,MN,45.11703,-95.12933,"1,125",0.65,09P0,12P0,20201015,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION GRLK SAINT VINCENT MN,"32,330",CERT_HP,US,KITTSON,MN,48.99056,-97.06020,800,0.05,11Q7,13Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION VIKG 2201 HALLOCK MN,"6,800",CERT_HP,US,KITTSON,MN,48.91840,-97.06063,795,0.01,11Q7,13Q7,20220202,DMT,,
45310,ECON,RAILROAD YARDS,CN RANIER YARD MN,1,,US,KOOCHICHING,MN,48.60291,-93.34316,"1,132",0.50,11Q5,13Q5,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",FALLS INTERNATIONAL - EINARSON FIELD,"17,225",EMB/YR,US,KOOCHICHING,MN,48.56558,-93.40217,"1,174",0.70,09P0,12P0,20201015,DMT,,
45310,ECON,RAILROAD YARDS,CN TWO HARBORS YARD MN,"143,154",,US,LAKE,MN,47.01800,-91.68236,675,0.25,11Q5,13Q5,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP FIRSTENERGY WEST LORAIN LORAIN OH,556,MW,US,LORAIN,OH,41.42969,-82.26349,604,0.06,14Q7,18Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION NBOR 12 LYON COUNTY MN,"38,000",CERT_HP,US,LYON,MN,44.23456,-95.77267,"1,532",0.05,11Q7,13Q7,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",SOUTHWEST MINNESOTA REGIONAL MARSHALL - RYAN FIELD,9,EMB/YR,US,LYON,MN,44.45172,-95.82442,"1,173",0.80,09P0,12P0,20201015,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION GRLK THIEF RIVER MN,"28,500",CERT_HP,US,MARSHALL,MN,48.25581,-96.23825,"1,144",0.03,11Q7,13Q7,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",FAIRMONT MUNICIPAL,6,EMB/YR,US,MARTIN,MN,43.64394,-94.41561,"1,161",0.60,09P0,12P0,20201015,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION NBOR 13 MARTIN COUNTY MN,"38,000",CERT_HP,US,MARTIN,MN,43.76068,-94.75265,"1,252",0.05,11Q7,13Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP ALLEGHENY ENERGY UNITS 3 4 & 5 SPRINGDALE PA,556,MW,US,ALLEGHENY,PA,40.54539,-79.76818,759,0.05,14Q7,18Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION VIKG 2217 MILACA MN,"9,500",CERT_HP,US,MILLE LACS,MN,45.73753,-93.66546,"1,087",0.01,11Q7,13Q7,20220202,DMT,,
75200,OMT,MILITARY BASES,MINNESOTA ARNG CAMP RIPLEY,1,,US,MORRISON,MN,46.20950,-94.42312,"1,350",10,09P0,12P0,20220201,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION NNAT ALEXANDRIA MN,800,CERT_HP,US,MORRISON,MN,45.96820,-94.21824,"1,129",0.01,11Q7,13Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION NNAT PIERZ MN,800,CERT_HP,US,MORRISON,MN,45.94062,-94.11928,"1,149",0.01,11Q7,13Q7,20220202,DMT,,
80030,OMT,"AIRFIELDS, MILITARY",RAY S MILLER AAF,1,EMB/YR,US,MORRISON,MN,46.08998,-94.35986,"1,144",0.65,09P0,12P0,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",AUSTIN MUNICIPAL,1,EMB/YR,US,MOWER,MN,43.66264,-92.93292,"1,227",0.55,09P0,12P0,20201015,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP LAKE CATHERINE JONES MILL AR,553,MW,US,HOT SPRING,AR,34.43386,-92.90463,328,0.04,14Q7,18Q7,20220202,DMT,,
60000,ECON,DEFENSE INDUSTRIAL BASE,KATO ENGINEERING NORTH KATO WI,"44,000,000",$$$$,US,NICOLLET,MN,44.18316,-94.05087,994,0.10,14Q7,16Q7,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",WORTHINGTON MUNICIPAL,4,EMB/YR,US,NOBLES,MN,43.65506,-95.57919,"1,570",0.70,09P0,12P0,20201015,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION VIKG 2207 ADA MN,"11,500",CERT_HP,US,NORMAN,MN,47.23939,-96.52403,904,0.02,11Q7,13Q7,20220202,DMT,,
43410,ECON,ADVANCED MEDICAL CENTERS,MAYO CLINIC,1,USNEWS20-21 (AHR),US,OLMSTED,MN,44.02265,-92.46619,"1,003",0.15,14Q7,17Q7,20220202,DMT,,
74300,LC3,CITY HALL,ROCHESTER CITY HALL,"121,395",POPULATION,US,OLMSTED,MN,44.02057,-92.45986,"1,003",0.10,10P0,12P2,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",ROCHESTER INTERNATIONAL,"183,187",EMB/YR,US,OLMSTED,MN,43.90828,-92.50003,"1,301",1.0,09P0,12P0,20201015,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",FERGUS FALLS MUNICIPAL - EINAR MICKELSON FIELD,3,EMB/YR,US,OTTER TAIL,MN,46.28439,-96.15669,"1,172",0.65,09P0,12P0,20201015,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION VIKG 2210 PERHAM MN,"9,500",CERT_HP,US,OTTER TAIL,MN,46.66218,-95.71270,"1,397",0.01,11Q7,13Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP PAWNEE BRUSH CO,552,MW,US,MORGAN,CO,40.21981,-103.67829,"4,310",0.07,14Q7,18Q7,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",THIEF RIVER FALLS REGIONAL,"4,805",EMB/YR,US,PENNINGTON,MN,48.06567,-96.18500,"1,115",0.70,09P0,12P0,20201015,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",RED WING REGIONAL,23,EMB/YR,US,PIERCE,MN,44.58936,-92.48497,775,0.50,09P0,12P0,20201015,DMT,,
85100,LC3,RADAR SYSTEMS,JSS LRRS QJC CARSR TYLER MN,1,,US,PIPESTONE,MN,44.19358,-96.20406,"2,001",0.03,10Q7,10Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION VIKG 2204 ANGUS MN,"11,500",CERT_HP,US,POLK,MN,48.08545,-96.77932,850,0.02,11Q7,13Q7,20220202,DMT,,
45310,ECON,RAILROAD YARDS,CPR GLENWOOD YARD MN,"50,581",,US,POPE,MN,45.64921,-95.36538,"1,377",0.75,11Q5,13Q5,20220202,DMT,,
60000,ECON,DEFENSE INDUSTRIAL BASE,3M SAINT PAUL MN,"1,000,000,000",$$$$,US,RAMSEY,MN,44.95468,-92.99545,996,0.50,14Q7,16Q7,20220202,DMT,,
45311,ECON,INTERMODAL FACILITIES,BNSF TOFC/COFC MIDWAY SAINT PAUL MN,1,,US,RAMSEY,MN,44.97101,-93.17615,938,0.50,11Q5,13Q5,20220202,DMT,,
45600,ECON,RAILROAD SHOPS,CP SAINT PAUL SHOP MN,1,,US,RAMSEY,MN,44.93975,-93.04536,704,0.20,16Q7,17Q7,20220202,DMT,,
45310,ECON,RAILROAD YARDS,CPR SAINT PAUL YARD MN,"98,418",,US,RAMSEY,MN,44.93755,-93.03884,703,0.90,11Q5,13Q5,20220202,DMT,,
23300,ECON,STEEL PRODUCTION,GERDAU LONG STEEL SAINT PAUL MN,606,MT,US,RAMSEY,MN,44.89565,-93.01084,711,0.15,17Q7,19Q7,20220202,DMT,,
75200,OMT,MILITARY BASES,MINNESOTA ARNG AASF1 SAINT PAUL,1,,US,RAMSEY,MN,44.93913,-93.06874,701,0.10,09P0,12P0,20220201,DMT,,
75200,OMT,MILITARY BASES,MINNESOTA ARNG ARDEN HILLS TRAINING SITE,1,,US,RAMSEY,MN,45.09490,-93.16110,964,0.85,09P0,12P0,20220201,DMT,,
91400,LC3,STATE AREA HQ,MINNESOTA NG JFHQ SAINT PAUL MN,1,,US,RAMSEY,MN,44.95249,-93.09843,802,0.05,10P0,12P0,20220202,DMT,,
74200,LC3,STATE CAPITOL,MINNESOTA STATE CAPITOL,1,,US,RAMSEY,MN,44.95517,-93.10228,880,0.10,10P0,12P2,20220202,DMT,,
74201,LC3,STATE EOC,MINNESOTA STATE EOC,1,,US,RAMSEY,MN,44.94797,-93.09411,786,0.10,10P0,12P2,20220202,DMT,,
44110,ECON,"BRIDGES, INTERSTATE HWY",MISSISSIPPI RIVER I-35E MN,1,,US,RAMSEY,MN,44.90444,-93.13908,686,0.20,17Q8,23Q8,20220202,DMT,,
45310,ECON,RAILROAD YARDS,MNNR MIDWAY YARD MN,1,,US,RAMSEY,MN,44.97125,-93.18828,896,0.50,11Q5,13Q5,20220202,DMT,,
74300,LC3,CITY HALL,SAINT PAUL CITY HALL,"311,527",POPULATION,US,RAMSEY,MN,44.94416,-93.09402,774,0.10,10P0,12P2,20220202,DMT,,
80020,ECON,"AIRFIELDS, JOINT USE",SAINT PAUL DOWNTOWN - HOLMAN FIELD,483,EMB/YR,US,RAMSEY,MN,44.93462,-93.06034,701,0.65,09P0,12P0,20220204,DMT,CHANGED CATCODE TO 80020,
45310,ECON,RAILROAD YARDS,UP HOFFMAN YARD MN,"24,217",,US,RAMSEY,MN,44.93764,-93.04758,705,0.45,11Q5,13Q5,20220202,DMT,,
